time (since java epoch),submitter name,uuid,runtime(jar),total runtime(start shadow to receive result)
1555064102796,Workstation_2,00000000-0000-0000-0000-000000000000,2638,2661
1555064103699,Workstation_2,00000000-0000-0000-0000-000000000001,3285,3506
1555064103747,Workstation_2,00000000-0000-0000-0000-000000000003,3270,3410
1555064104089,Workstation_2,00000000-0000-0000-0000-000000000002,2534,3752
1555064105426,Workstation_2,00000000-0000-0000-0000-0000000000af,2125,3243
1555064106066,Workstation_2,00000000-0000-0000-0000-00000000003f,3245,3247
1555064108511,Workstation_2,00000000-0000-0000-0000-000000000085,4792,4807
1555064108675,Workstation_2,00000000-0000-0000-0000-000000000007,4914,4943
1555064109828,Workstation_2,00000000-0000-0000-0000-000000000086,3750,3752
1555064111782,Workstation_2,00000000-0000-0000-0000-000000000064,3236,3262
1555064112913,Workstation_2,00000000-0000-0000-0000-000000000009,4212,4229
1555064114875,Workstation_2,00000000-0000-0000-0000-0000000000c7,3066,3084
1555064115044,Workstation_2,00000000-0000-0000-0000-00000000000a,5196,5198
1555064116682,Workstation_2,00000000-0000-0000-0000-0000000000c4,1620,1623
1555064117634,Workstation_2,00000000-0000-0000-0000-0000000000c6,4703,4715
1555064119154,Workstation_2,00000000-0000-0000-0000-0000000000c5,4257,4272
1555064120297,Workstation_2,00000000-0000-0000-0000-0000000000c3,3602,3605
1555064122159,Workstation_2,00000000-0000-0000-0000-0000000000c1,2983,2997
1555064122363,Workstation_2,00000000-0000-0000-0000-0000000000c2,4710,4724
1555064122572,Workstation_2,00000000-0000-0000-0000-0000000000c0,2251,2253
1555064125261,Workstation_2,00000000-0000-0000-0000-0000000000bf,3078,3097
1555064125332,Workstation_2,00000000-0000-0000-0000-0000000000be,2941,2958
1555064127129,Workstation_2,00000000-0000-0000-0000-0000000000bd,4540,4541
1555064127767,Workstation_2,00000000-0000-0000-0000-0000000000bc,2485,2504
1555064127918,Workstation_2,00000000-0000-0000-0000-0000000000bb,2564,2581
1555064130530,Workstation_2,00000000-0000-0000-0000-0000000000b9,2738,2755
1555064131598,Workstation_2,00000000-0000-0000-0000-0000000000b8,3658,3673
1555064132212,Workstation_2,00000000-0000-0000-0000-0000000000ba,5065,5068
1555064132832,Workstation_2,00000000-0000-0000-0000-0000000000b7,2283,2299
1555064133577,Workstation_2,00000000-0000-0000-0000-0000000000b5,1347,1355
1555064134724,Workstation_2,00000000-0000-0000-0000-0000000000b6,3104,3121
1555064136337,Workstation_2,00000000-0000-0000-0000-0000000000b3,2746,2747
1555064136642,Workstation_2,00000000-0000-0000-0000-0000000000b2,1900,1911
1555064137323,Workstation_2,00000000-0000-0000-0000-0000000000b4,4470,4483
1555064140944,Workstation_2,00000000-0000-0000-0000-0000000000b1,4577,4578
1555064141269,Workstation_2,00000000-0000-0000-0000-0000000000b0,4606,4620
1555064142273,Workstation_2,00000000-0000-0000-0000-0000000000ae,4925,4942
1555064143408,Workstation_2,00000000-0000-0000-0000-0000000000ac,2122,2133
1555064144483,Workstation_2,00000000-0000-0000-0000-0000000000ad,3523,3531
1555064144795,Workstation_2,00000000-0000-0000-0000-0000000000ab,2499,2513
1555064146486,Workstation_2,00000000-0000-0000-0000-0000000000a8,1668,1683
1555064147473,Workstation_2,00000000-0000-0000-0000-0000000000a9,2973,2974
1555064147731,Workstation_2,00000000-0000-0000-0000-0000000000aa,4295,4308
1555064148534,Workstation_2,00000000-0000-0000-0000-0000000000a7,2029,2043
1555064150515,Workstation_2,00000000-0000-0000-0000-0000000000a5,2761,2780
1555064150644,Workstation_2,00000000-0000-0000-0000-0000000000a4,2078,2099
1555064150896,Workstation_2,00000000-0000-0000-0000-0000000000a6,3413,3414
1555064155245,Workstation_2,00000000-0000-0000-0000-0000000000a1,4339,4341
1555064155380,Workstation_2,00000000-0000-0000-0000-0000000000a3,4818,4863
1555064155758,Workstation_2,00000000-0000-0000-0000-0000000000a2,5087,5101
1555064156795,Workstation_2,00000000-0000-0000-0000-00000000009f,1395,1410
1555064158018,Workstation_2,00000000-0000-0000-0000-00000000009d,1203,1218
1555064159655,Workstation_2,00000000-0000-0000-0000-0000000000a0,4397,4399
1555064159764,Workstation_2,00000000-0000-0000-0000-00000000009e,3981,3997
1555064160190,Workstation_2,00000000-0000-0000-0000-00000000009c,2154,2166
1555064161417,Workstation_2,00000000-0000-0000-0000-00000000009b,1752,1754
